hasil_stemming,dominant_emotion
"['kayak', 'dia', 'dulu', 'terima', 'jalur', 'undang', 'dokter', 'unej', 'tidak', 'ambil', 'milih', 'ikut', 'jalur', 'tes', 'its', 'ekonomi', 'keluarga', 'waktu', 'kurang', 'bagus', 'memang', 'beliau', 'pintar', 'sangat', 'sekarang', 'dia', 'sudah', 'rantau', 'luar negeri', 'bagus', 'sangat', 'sudah', 'terap', 'kaburajadulu']",joy
"['bagaimana', 'sudah', 'aku', 'tidak', 'bingung', 'perlu', 'diinget', 'aku', 'hubung', 'teman', 'pilih', 'buat', 'lanjut', 'initial', 'call', 'apa', 'tunggu', 'cus', 'kickstart', 'jalan', 'kaburajadulu', 'mari', 'aku', 'mulai', 'interview', 'paling', 'cepat', 'hari', 'kamis', 'iya', 'httpstcoxecermsll']",joy
"['fr', 'obrol', 'keluarga', 'tahun', 'topik', 'kaburajadulu', 'mbg', 'parcok', 'parjo', 'neng', 'sangat', 'keluarga', 'sangat', 'waspada', 'sama', 'situasi', 'negara']",joy
"['kayak', 'dia', 'dulu', 'terima', 'jalur', 'undang', 'dokter', 'unej', 'tidak', 'ambil', 'milih', 'ikut', 'jalur', 'tes', 'its', 'ekonomi', 'keluarga', 'waktu', 'kurang', 'bagus', 'memang', 'beliau', 'pintar', 'sangat', 'sekarang', 'dia', 'sudah', 'rantau', 'luar negeri', 'bagus', 'sangat', 'sudah', 'terap', 'kaburajadulu']",joy
"['isi', 'kaya', 'kit', 'buat', 'kaburajadulu']",joy
"['aneh', 'sangat', 'isi', 'malah', 'perangkat', 'alat', 'travel', 'kita', 'memang', 'pasti', 'suruh', 'kaburajadulu', 'apa', 'bagaimana']",joy
"['capek', 'sangat', 'iya', 'tuhan', 'lihat', 'kondisi', 'negara', 'tidak', 'benar', 'kondisi', 'adek', 'diinjek', 'sama', 'kata', 'keluarga', 'kyk', 'iya', 'tuhan', 'kudu', 'maha', 'capek', 'sangat', 'hidup', 'dunia', 'khusus', 'bagi', 'indonesia', 'batalkanrevisiuupolri', 'kaburajadulu']",joy
"['capek', 'sangat', 'iya', 'tuhan', 'lihat', 'kondisi', 'negara', 'tidak', 'benar', 'kondisi', 'adek', 'diinjek', 'sama', 'kata', 'keluarga', 'kyk', 'iya', 'tuhan', 'kudu', 'maha', 'capek', 'sangat', 'hidup', 'dunia', 'khusus', 'bagi', 'indonesia', 'batalkanrevisiuupolri', 'kaburajadulu']",joy
"['semua', 'telen', 'sendiri', 'alhamdulillah', 'tahun', 'sangat', 'baik', 'biarpun', 'ada', 'ngeselinnya', 'hijau', 'dikit', 'semoga', 'tahun', 'depan', 'sampean', 'buat', 'kaburajadulu']",joy
"['makanya', 'buat', 'nyarain', 'kaburajadulu', 'malaysia', 'agak', 'heran', 'sana', 'orang', 'nyanyi', 'lagu', 'buruh', 'tani', 'lirik', 'ganti', 'malaysia', 'baru', 'onar', 'bukan', 'orba']",joy
"['alhamdulillah', 'bagus', 'presiden', 'kita', 'lihat', 'mggu', 'dpn', 'apa', 'tjd', 'nilai', 'tukar', 'rp', 'kaburajadulu']",joy
"['ingin', 'ikut', 'maaf', 'fomo', 'umur', 'anak', 'tunggal', 'kuliah', 'fase', 'skripsi', 'ada', 'freelance', 'hobi', 'baca', 'fotovideo', 'kepo', 'sama', 'baru', 'tarik', 'strict', 'parent', 'punya', 'visi', 'misi', 'buat', 'ikut', 'kaburajadulu', 'telah', 'lulus', 'suka', 'jalan', 'kuliner', 'cari', 'tmn', 'hobi', 'min']",joy
"['banyak', 'wni', 'bangga', 'bisa', 'kaburajadulu', 'sana', 'padahal', 'bayar', 'pajak', 'jelas', 'digunain', 'bunuh', 'manusia']",joy
"['sugianto', 'plss', 'sangat', 'ajak', 'anak', 'istri', 'pindah', 'korsel', 'kaburajadulu']",joy
"['sugianto', 'plss', 'sangat', 'ajak', 'anak', 'istri', 'pindah', 'korsel', 'kaburajadulu']",joy
"['kaburajadulu', 'tidak', 'sengaja', 'sudah', 'bisa', 'bawa', 'anak', 'istri', 'angkut', 'gaksie', 'asal', 'gaji', 'stabil', 'btw', 'sehat', 'sehat', 'masnyaa']",joy
"['pamer', 'paling', 'mewah', 'bukan', 'kaburajadulu', 'iya']",joy
"['perintah', 'bisa', 'sekali', 'ajak', 'keluarga', 'sugianto', 'sana', 'buat', 'hidup', 'sini', 'rangorang', 'ingin', 'kaburajadulu', 'sudah', 'sulit', 'biar', 'hidup', 'tenang', 'beliau', 'tki', 'tki', 'mata', 'perintah', 'imigrasi', 'diremehin', 'sangat', 'kesini']",joy
"['apakah', 'pulang', 'pilih', 'benar', 'tepat', 'saat', 'pulang', 'seperti', 'bukan', 'pilih', 'aman', 'kaburajadulu']",joy
"['aneh', 'sangat', 'isi', 'malah', 'perangkat', 'alat', 'travel', 'kita', 'memang', 'pasti', 'suruh', 'kaburajadulu', 'apa', 'bagaimana']",joy
"['jadi', 'teman', 'pergi', 'kerja', 'kamboja', 'selalu', 'jadi', 'admin', 'susah', 'pulang', 'usaha', 'perintah', 'sukses', 'kaburajadulu', 'iya', 'makasih', 'all', 'oligarkeyy']",joy
"['cara', 'cepat', 'pindah', 'negara', 'kaburajadulu', 'zonauang', 'sudahcape']",joy
"['mega', 'nih', 'orang', 'indonesia', 'sangat', 'kaburajadulu', 'akhir', 'pulangajadeh', 'demi', 'keluarga', 'sehat', 'mb', 'mega', 'semoga', 'gaji', 'sisa', 'tabung', 'sudah', 'dimanage', 'jadi', 'bisa', 'cukup', 'hidup', 'retire', 'earlynya']",joy
"['syukur', 'masih', 'aman', 'nnti', 'tidak', 'aman', 'jangan', 'lupa', 'kaburajadulu']",joy
"['coba', 'amal', 'main', 'twiter', 'pasti', 'ikut', 'tren', 'versi', 'kmteti', 'sudah', 'kaburajadulu', 'jpn']",joy
"['padahal', 'bagus', 'sangat', 'dia', 'bisa', 'tembus', 'big', 'orang', 'indonesia', 'pertama', 'cetus', 'kaburajadulu']",joy
"['sebenernya', 'kontra', 'sangat', 'bagaimana', 'jujur', 'ingin', 'hidup', 'adem', 'tentram', 'tidak', 'bisa', 'mau', 'terima', 'hasil', 'teman', 'tidak', 'stuju', 'gt', 'jujur', 'ken', 'jadi', 'wna', 'kaburajadulu']",joy
"['nih', 'orang', 'cuma', 'tidak', 'jelas', 'sritex', 'kaburajadulu', 'bhr', 'gojek']",joy
"['aneh', 'sangat', 'isi', 'malah', 'perangkat', 'alat', 'travel', 'kita', 'memang', 'pasti', 'suruh', 'kaburajadulu', 'apa', 'bagaimana']",joy
"['cari', 'kerja', 'luar', 'kota', 'cari', 'beasiswa', 'luar', 'negeri', 'kaburajadulu', 'soal', 'rumah', 'biaya', 'hidup', 'memang', 'gratis', 'bayar', 'guna', 'mental']",joy
"['semua', 'telen', 'sendiri', 'alhamdulillah', 'tahun', 'sangat', 'baik', 'biarpun', 'ada', 'ngeselinnya', 'hijau', 'dikit', 'semoga', 'tahun', 'depan', 'sampean', 'buat', 'kaburajadulu']",joy
"['sugianto', 'plss', 'sangat', 'ajak', 'anak', 'istri', 'pindah', 'korsel', 'kaburajadulu']",joy
"['bisa', 'urus', 'anak', 'laki', 'diajarin', 'kerja', 'rumah', 'urus', 'anak', 'kehandle', 'cari', 'uang', 'tetap', 'jalan', 'habis', 'marah', 'bakal', 'minta', 'maaf', 'didik', 'karir', 'anak', 'nomor', 'tidak', 'suruh', 'cepat', 'kawin', 'tidak', 'perlu', 'dukung', 'buat', 'kaburajadulu']",joy
"['jadi', 'teman', 'pergi', 'kerja', 'kamboja', 'selalu', 'jadi', 'admin', 'susah', 'pulang', 'usaha', 'perintah', 'sukses', 'kaburajadulu', 'iya', 'makasih', 'all', 'oligarkeyy']",joy
"['tidak', 'cari', 'pacar', 'cari', 'teman', 'circle', 'teman', 'sudah', 'tip', 'sangat', 'siapa', 'tahu', 'temu', 'sehobisevisi', 'fact', 'about', 'budak', 'korporat', 'seninjumat', 'kuningan', 'jaksel', 'nyambi', 'jurus', 'business', 'analytics', 'rencana', 'luar', 'buat', 'kaburajadulu']",joy
"['syukur', 'masih', 'aman', 'nnti', 'tidak', 'aman', 'jangan', 'lupa', 'kaburajadulu']",joy
"['kaburajadulu', 'seperti', 'sudah', 'jadi', 'impi', 'banyak', 'orang', 'negeri', 'sudah', 'sukses', 'luar', 'ajakajak', 'beri tahu', 'negara', 'mana', 'palingpaling', 'iya', 'vjsws']",joy
"['kaburajadulu', 'hidup', 'aman', 'makmur', 'sejahtera']",joy
"['mengapa', 'kaburajadulu', 'lebih', 'hijau', 'rumput', 'sana', 'lebih', 'rawat', 'sayang', 'sini', 'jadi', 'tonton', 'bayar']",joy
"['orang', 'inggris', 'ingin', 'cepat', 'pergi', 'negara', 'biaya', 'hidup', 'sangat', 'tinggi', 'orang', 'indonesia', 'ingin', 'kaburajadulu', 'giur', 'hidup', 'negara', 'maju', 'hidup', 'memang', 'soal', 'sawang', 'sawang', 'tidak', 'lunk']",joy
"['coba', 'amal', 'main', 'twiter', 'pasti', 'ikut', 'tren', 'versi', 'kmteti', 'sudah', 'kaburajadulu', 'jpn']",joy
"['seragam', 'jelas', 'parcok', 'lindung', 'culik', 'tepat', 'tahu', 'kaburajadulu', 'yordania']",joy
"['cari', 'kerja', 'luar', 'kota', 'cari', 'beasiswa', 'luar', 'negeri', 'kaburajadulu', 'soal', 'rumah', 'biaya', 'hidup', 'memang', 'gratis', 'bayar', 'guna', 'mental']",joy
"['wew', 'teman', 'kaburajadulu', 'sana', 'masuk', 'untung', 'sangat', 'bisa', 'punya', 'lebih', 'rumah']",joy
"['sobat', 'pleasee', 'bianuar', 'buat', 'kaburajadulu', 'alias', 'biarin', 'dia', 'debut', 'thailand', 'mah', 'tolongg', 'sangat']",joy
"['bisa', 'urus', 'anak', 'laki', 'diajarin', 'kerja', 'rumah', 'urus', 'anak', 'kehandle', 'cari', 'uang', 'tetap', 'jalan', 'habis', 'marah', 'bakal', 'minta', 'maaf', 'didik', 'karir', 'anak', 'nomor', 'tidak', 'suruh', 'cepat', 'kawin', 'tidak', 'perlu', 'dukung', 'buat', 'kaburajadulu']",joy
"['kaburajadulu', 'bagus', 'sangat']",joy
"['kayak', 'benarbenar', 'frugal', 'hidup', 'ingin', 'wujud', 'kaburajadulu', 'ngetik', 'makan', 'tear', 'and', 'bread', 'alias', 'roti', 'sobek', 'paling', 'lembut', 'raya', 'sari', 'roti', 'kalah']",joy
"['minat', 'wal', 'buat', 'sudah', 'kaburajadulu', 'lebih', 'baik', 'makan', 'negara', 'orang', 'perintah', 'sayang', 'rakyat', 'lebih baik', 'makan', 'ayam', 'tempe', 'tahu', 'negeri', 'sendiri', 'sudah', 'isi', 'sendiri']",joy
"['alhamdulillah', 'bagus', 'presiden', 'kita', 'lihat', 'mggu', 'dpn', 'apa', 'tjd', 'nilai', 'tukar', 'rp', 'kaburajadulu']",joy
"['perintah', 'bisa', 'sekali', 'ajak', 'keluarga', 'sugianto', 'sana', 'buat', 'hidup', 'sini', 'rangorang', 'ingin', 'kaburajadulu', 'sudah', 'sulit', 'biar', 'hidup', 'tenang', 'beliau', 'tki', 'tki', 'mata', 'perintah', 'imigrasi', 'diremehin', 'sangat', 'kesini']",joy
"['informasi', 'teman', 'biaya', 'hidup', 'adelaide', 'lebih', 'murah', 'kota', 'lain', 'australia', 'kaburajadulu']",joy
"['ingin', 'ikut', 'maaf', 'fomo', 'umur', 'anak', 'tunggal', 'kuliah', 'fase', 'skripsi', 'ada', 'freelance', 'hobi', 'baca', 'fotovideo', 'kepo', 'sama', 'baru', 'tarik', 'strict', 'parent', 'punya', 'visi', 'misi', 'buat', 'ikut', 'kaburajadulu', 'telah', 'lulus', 'suka', 'jalan', 'kuliner', 'cari', 'tmn', 'hobi', 'min']",joy
"['seragam', 'jelas', 'parcok', 'lindung', 'culik', 'tepat', 'tahu', 'kaburajadulu', 'yordania']",joy
"['memang', 'padu', 'tepat', 'sangat', 'amerika', 'presiden', 'sini', 'gitu', 'haduh', 'astaga', 'kaburajadulu', 'titan', 'tidak']",joy
"['sugianto', 'plss', 'sangat', 'ajak', 'anak', 'istri', 'pindah', 'korsel', 'kaburajadulu']",joy
"['cerita', 'sukses', 'kaburajadulu']",joy
"['jadi', 'teman', 'pergi', 'kerja', 'kamboja', 'selalu', 'jadi', 'admin', 'susah', 'pulang', 'usaha', 'perintah', 'sukses', 'kaburajadulu', 'iya', 'makasih', 'all', 'oligarkeyy']",joy
"['minat', 'wal', 'buat', 'sudah', 'kaburajadulu', 'lebih', 'baik', 'makan', 'negara', 'orang', 'perintah', 'sayang', 'rakyat', 'lebih baik', 'makan', 'ayam', 'tempe', 'tahu', 'negeri', 'sendiri', 'sudah', 'isi', 'sendiri']",joy
"['lagu', 'kaburajadulu', 'dunia', 'digital', 'httpstcodk', 'idlowzw']",joy
"['serta', 'hasil', 'kaburajadulu', 'alhamdulillah', 'iya', 'sudah', 'dapat', 'bandara', 'shizuoka', 'selamat', 'tempat', 'bidang', 'hotel', 'program', 'skill', 'worker', 'sehat', 'tetap', 'iya', 'berkah', 'betah', 'ingin', 'jepang', 'httpstcoo', 'absjmvk']",joy
"['sobat', 'pleasee', 'bianuar', 'buat', 'kaburajadulu', 'alias', 'biarin', 'dia', 'debut', 'thailand', 'mah', 'tolongg', 'sangat']",joy
"['jadi', 'medioker', 'tidak', 'perlu', 'kaburajadulu', 'bisa', 'bahagia']",joy
"['cepat', 'kaburajadulu']",joy
"['informasi', 'teman', 'biaya', 'hidup', 'adelaide', 'lebih', 'murah', 'kota', 'lain', 'australia', 'kaburajadulu']",joy
"['penting', 'belajar', 'bahasa', 'jepang', 'bukan', 'cuma', 'buat', 'kaburajadulu', 'buat', 'beli', 'produk', 'nintendo', 'lebih', 'murah']",joy
"['contoh', 'kaburajadulu', 'sukses', 'hidup', 'nyaman']",joy
"['kaburajadulu', 'tidak', 'sengaja', 'sudah', 'bisa', 'bawa', 'anak', 'istri', 'angkut', 'gaksie', 'asal', 'gaji', 'stabil', 'btw', 'sehat', 'sehat', 'masnyaa']",joy
"['couldn', 'be', 'more', 'proud', 'of', 'kamu', 'bianura', 'selamat', 'sudah', 'lebih', 'dulu', 'kaburajadulu', 'sukses', 'thailand', 'sanaa', 'lekas', 'debut']",joy
"['kemarin', 'banyak', 'promosiin', 'malingsial', 'salah', 'tuju', 'surga', 'kaburajadulu', 'posting', 'bangga', 'gaji', 'besar', 'kota', 'bersih', 'maju', 'enak', 'makan', 'murah', 'sana']",joy
"['padahal', 'bagus', 'sangat', 'dia', 'bisa', 'tembus', 'big', 'orang', 'indonesia', 'pertama', 'cetus', 'kaburajadulu']",joy
"['alhamdulillah', 'masih', 'dapet', 'pajak', 'refund', 'tahun', 'perintah', 'kaburajadulu', 'httpstcokeznp', 'bfph']",joy
"['mega', 'nih', 'orang', 'indonesia', 'sangat', 'kaburajadulu', 'akhir', 'pulangajadeh', 'demi', 'keluarga', 'sehat', 'mb', 'mega', 'semoga', 'gaji', 'sisa', 'tabung', 'sudah', 'dimanage', 'jadi', 'bisa', 'cukup', 'hidup', 'retire', 'earlynya']",joy
"['mega', 'nih', 'orang', 'indonesia', 'sangat', 'kaburajadulu', 'akhir', 'pulangajadeh', 'demi', 'keluarga', 'sehat', 'mb', 'mega', 'semoga', 'gaji', 'sisa', 'tabung', 'sudah', 'dimanage', 'jadi', 'bisa', 'cukup', 'hidup', 'retire', 'earlynya']",joy
"['penting', 'belajar', 'bahasa', 'jepang', 'bukan', 'cuma', 'buat', 'kaburajadulu', 'buat', 'beli', 'produk', 'nintendo', 'lebih', 'murah']",joy
"['seperti', 'tuhan', 'belum', 'meridhoi', 'buat', 'kaburajadulu', 'cepat']",joy
"['siap', 'topik', 'ii', 'butuh', 'latih', 'soal', 'buku', 'topik', 'ii', 'bisa', 'jadi', 'pilih', 'tepat', 'sangat', 'buat', 'pola', 'soal', 'sering', 'muncul', 'uji', 'cocok', 'sangat', 'buat', 'ningkatin', 'skill', 'ngadepin', 'soal', 'kaburajadulu', 'httpstcokbjcfzkjsd']",joy
"['coba', 'amal', 'main', 'twiter', 'pasti', 'ikut', 'tren', 'versi', 'kmteti', 'sudah', 'kaburajadulu', 'jpn']",joy
"['sana', 'pajak', 'mahal', 'worth', 'it', 'pejabrut', 'kerja', 'bikin', 'undang', 'pro', 'penting', 'rakyat', 'fasilitas', 'umum', 'jalan', 'sehat', 'didik', 'sejahtera', 'diurusin', 'sama', 'negara', 'aku', 'ada', 'sempat', 'kaburajadulu', 'sudah', 'mapan', 'luar', 'iya', 'ogah', 'sini']",joy
"['cepat', 'kaburajadulu']",joy
"['kaburajadulu', 'bagus', 'sangat']",joy
"['masup', 'tivi', 'jalur', 'kaburajadulu', 'tepat', 'samping', 'logo', 'rcti', 'sangat', 'httpstcoc', 'niafifzd']",joy
"['terimakasih', 'sayang', 'ucap', 'aku', 'dapet', 'hari', 'kamu', 'paling', 'lucu', 'lucu', 'semoga', 'kamu', 'bisa', 'ikut', 'kaburajadulu', 'kita', 'kabur', 'samasama', 'btw', 'rekomendasiin', 'negara', 'oke', 'sangat']",joy
"['goto', 'jadi', 'saksi', 'orang', 'hak', 'sukses', 'buru', 'ikut', 'sekarang', 'menek', 'nyepi', 'gelas', 'marapthon', 'buna', 'vcsbugill', 'kaburajadulu', 'indonesiagelap', 'indonesiagelapjilid', 'jkykgfcdw']",joy
"['sugianto', 'plss', 'sangat', 'ajak', 'anak', 'istri', 'pindah', 'korsel', 'kaburajadulu']",joy
"['penting', 'indognesia', 'miskin', 'masuk', 'pildun', 'indognesiagelap', 'indognesiabubar', 'kaburajadulu', 'cm', 'jb', 'vtv']",joy
"['seragam', 'jelas', 'parcok', 'lindung', 'culik', 'tepat', 'tahu', 'kaburajadulu', 'yordania']",joy
"['padahal', 'bagus', 'sangat', 'dia', 'bisa', 'tembus', 'big', 'orang', 'indonesia', 'pertama', 'cetus', 'kaburajadulu']",joy
"['makanya', 'buat', 'nyarain', 'kaburajadulu', 'malaysia', 'agak', 'heran', 'sana', 'orang', 'nyanyi', 'lagu', 'buruh', 'tani', 'lirik', 'ganti', 'malaysia', 'baru', 'onar', 'bukan', 'orba']",joy
"['capek', 'sangat', 'iya', 'tuhan', 'lihat', 'kondisi', 'negara', 'tidak', 'benar', 'kondisi', 'adek', 'diinjek', 'sama', 'kata', 'keluarga', 'kyk', 'iya', 'tuhan', 'kudu', 'maha', 'capek', 'sangat', 'hidup', 'dunia', 'khusus', 'bagi', 'indonesia', 'batalkanrevisiuupolri', 'kaburajadulu']",joy
"['penting', 'kaburajadulu']",joy
"['mengapa', 'kaburajadulu', 'lebih', 'hijau', 'rumput', 'sana', 'lebih', 'rawat', 'sayang', 'sini', 'jadi', 'tonton', 'bayar']",joy
"['cari', 'kerja', 'luar', 'kota', 'cari', 'beasiswa', 'luar', 'negeri', 'kaburajadulu', 'soal', 'rumah', 'biaya', 'hidup', 'memang', 'gratis', 'bayar', 'guna', 'mental']",joy
"['nih', 'orang', 'cuma', 'tidak', 'jelas', 'sritex', 'kaburajadulu', 'bhr', 'gojek']",joy
"['memang', 'padu', 'tepat', 'sangat', 'amerika', 'presiden', 'sini', 'gitu', 'haduh', 'astaga', 'kaburajadulu', 'titan', 'tidak']",joy
"['perintah', 'bisa', 'sekali', 'ajak', 'keluarga', 'sugianto', 'sana', 'buat', 'hidup', 'sini', 'rangorang', 'ingin', 'kaburajadulu', 'sudah', 'sulit', 'biar', 'hidup', 'tenang', 'beliau', 'tki', 'tki', 'mata', 'perintah', 'imigrasi', 'diremehin', 'sangat', 'kesini']",joy
"['bebas', 'visa', 'buat', 'libur', 'bukan', 'buat', 'kaburajadulu']",joy
"['banyak', 'wni', 'bangga', 'bisa', 'kaburajadulu', 'sana', 'padahal', 'bayar', 'pajak', 'jelas', 'digunain', 'bunuh', 'manusia']",joy
"['sana', 'pajak', 'mahal', 'worth', 'it', 'pejabrut', 'kerja', 'bikin', 'undang', 'pro', 'penting', 'rakyat', 'fasilitas', 'umum', 'jalan', 'sehat', 'didik', 'sejahtera', 'diurusin', 'sama', 'negara', 'aku', 'ada', 'sempat', 'kaburajadulu', 'sudah', 'mapan', 'luar', 'iya', 'ogah', 'sini']",joy
"['bebas', 'visa', 'buat', 'libur', 'bukan', 'buat', 'kaburajadulu']",joy
"['jadi', 'teman', 'pergi', 'kerja', 'kamboja', 'selalu', 'jadi', 'admin', 'susah', 'pulang', 'usaha', 'perintah', 'sukses', 'kaburajadulu', 'iya', 'makasih', 'all', 'oligarkeyy']",joy
"['keluarga', 'kaburajadulu', 'inggris', 'buat', 'jadi', 'lebih', 'lestari', 'bayang', 'ada', 'kebun', 'binatang', 'bandung', 'surabaya', 'httpstcomooitkcqch']",joy
"['kayak', 'dia', 'dulu', 'terima', 'jalur', 'undang', 'dokter', 'unej', 'tidak', 'ambil', 'milih', 'ikut', 'jalur', 'tes', 'its', 'ekonomi', 'keluarga', 'waktu', 'kurang', 'bagus', 'memang', 'beliau', 'pintar', 'sangat', 'sekarang', 'dia', 'sudah', 'rantau', 'luar negeri', 'bagus', 'sangat', 'sudah', 'terap', 'kaburajadulu']",joy
"['sana', 'pajak', 'mahal', 'worth', 'it', 'pejabrut', 'kerja', 'bikin', 'undang', 'pro', 'penting', 'rakyat', 'fasilitas', 'umum', 'jalan', 'sehat', 'didik', 'sejahtera', 'diurusin', 'sama', 'negara', 'aku', 'ada', 'sempat', 'kaburajadulu', 'sudah', 'mapan', 'luar', 'iya', 'ogah', 'sini']",joy
"['kaburajadulu', 'hidup', 'aman', 'makmur', 'sejahtera']",joy
"['bukan', 'ingin', 'kaburajadulu', 'beneran', 'sekarang', 'tepat', 'nyampe', 'indonesia', 'sudah', 'asa', 'gaenak', 'seluruh', 'badan', 'asli', 'jadi', 'homesick', 'yurop', 'sangat', 'httpstcoetiq', 'fcwtz']",joy
"['jadi', 'teman', 'pergi', 'kerja', 'kamboja', 'selalu', 'jadi', 'admin', 'susah', 'pulang', 'usaha', 'perintah', 'sukses', 'kaburajadulu', 'iya', 'makasih', 'all', 'oligarkeyy']",joy
"['mega', 'nih', 'orang', 'indonesia', 'sangat', 'kaburajadulu', 'akhir', 'pulangajadeh', 'demi', 'keluarga', 'sehat', 'mb', 'mega', 'semoga', 'gaji', 'sisa', 'tabung', 'sudah', 'dimanage', 'jadi', 'bisa', 'cukup', 'hidup', 'retire', 'earlynya']",joy
"['memang', 'padu', 'tepat', 'sangat', 'amerika', 'presiden', 'sini', 'gitu', 'haduh', 'astaga', 'kaburajadulu', 'titan', 'tidak']",joy
"['sobat', 'pleasee', 'bianuar', 'buat', 'kaburajadulu', 'alias', 'biarin', 'dia', 'debut', 'thailand', 'mah', 'tolongg', 'sangat']",joy
"['seragam', 'jelas', 'parcok', 'lindung', 'culik', 'tepat', 'tahu', 'kaburajadulu', 'yordania']",joy
"['kaburajadulu', 'hidup', 'aman', 'makmur', 'sejahtera']",joy
"['beberapa', 'ripiuw', 'seperti', 'denmark', 'memang', 'recomended', 'hidup', 'nyaman', 'bebas', 'kaburajadulu']",joy
"['jadi', 'medioker', 'tidak', 'perlu', 'kaburajadulu', 'bisa', 'bahagia']",joy
"['mega', 'nih', 'orang', 'indonesia', 'sangat', 'kaburajadulu', 'akhir', 'pulangajadeh', 'demi', 'keluarga', 'sehat', 'mb', 'mega', 'semoga', 'gaji', 'sisa', 'tabung', 'sudah', 'dimanage', 'jadi', 'bisa', 'cukup', 'hidup', 'retire', 'earlynya']",joy
"['tidak', 'cari', 'pacar', 'cari', 'teman', 'circle', 'teman', 'sudah', 'tip', 'sangat', 'siapa', 'tahu', 'temu', 'sehobisevisi', 'fact', 'about', 'budak', 'korporat', 'seninjumat', 'kuningan', 'jaksel', 'nyambi', 'jurus', 'business', 'analytics', 'rencana', 'luar', 'buat', 'kaburajadulu']",joy
"['couldn', 'be', 'more', 'proud', 'of', 'kamu', 'bianura', 'selamat', 'sudah', 'lebih', 'dulu', 'kaburajadulu', 'sukses', 'thailand', 'sanaa', 'lekas', 'debut']",joy
"['semua', 'telen', 'sendiri', 'alhamdulillah', 'tahun', 'sangat', 'baik', 'biarpun', 'ada', 'ngeselinnya', 'hijau', 'dikit', 'semoga', 'tahun', 'depan', 'sampean', 'buat', 'kaburajadulu']",joy
"['minat', 'wal', 'buat', 'sudah', 'kaburajadulu', 'lebih', 'baik', 'makan', 'negara', 'orang', 'perintah', 'sayang', 'rakyat', 'lebih baik', 'makan', 'ayam', 'tempe', 'tahu', 'negeri', 'sendiri', 'sudah', 'isi', 'sendiri']",joy
"['bisa', 'urus', 'anak', 'laki', 'diajarin', 'kerja', 'rumah', 'urus', 'anak', 'kehandle', 'cari', 'uang', 'tetap', 'jalan', 'habis', 'marah', 'bakal', 'minta', 'maaf', 'didik', 'karir', 'anak', 'nomor', 'tidak', 'suruh', 'cepat', 'kawin', 'tidak', 'perlu', 'dukung', 'buat', 'kaburajadulu']",joy
"['alhamdulillah', 'gausa', 'anak', 'istri', 'boyong', 'kaburajadulu']",joy
"['tidak', 'cari', 'pacar', 'cari', 'teman', 'circle', 'teman', 'sudah', 'tip', 'sangat', 'siapa', 'tahu', 'temu', 'sehobisevisi', 'fact', 'about', 'budak', 'korporat', 'seninjumat', 'kuningan', 'jaksel', 'nyambi', 'jurus', 'business', 'analytics', 'rencana', 'luar', 'buat', 'kaburajadulu']",joy
"['cerita', 'sukses', 'kaburajadulu']",joy
"['sekarang', 'ngerti', 'mengapa', 'seungkwan', 'ngefans', 'sama', 'megassi', 'memang', 'bagus', 'doi', 'herman', 'talenta', 'setalent', 'sia', 'siain', 'doi', 'beneran', 'praktik', 'baik', 'sukses', 'kaburajadulu']",joy
"['hari', 'pertama', 'lebaran', 'kabar', 'teman', 'kaburajadulu', 'doa', 'sukses', 'sana']",joy
"['cerita', 'sukses', 'kaburajadulu']",joy
"['klub', 'belum', 'memang', 'problematik', 'mayoritas', 'main', 'latih', 'klub', 'sekarang', 'hijrah', 'sudah', 'mulai', 'temu', 'perfomnya', 'sedikit', 'demi', 'sedikit', 'kaburajadulu']",joy
"['bukan', 'ingin', 'kaburajadulu', 'beneran', 'sekarang', 'tepat', 'nyampe', 'indonesia', 'sudah', 'asa', 'gaenak', 'seluruh', 'badan', 'asli', 'jadi', 'homesick', 'yurop', 'sangat', 'httpstcoetiq', 'fcwtz']",joy
"['sebenernya', 'kontra', 'sangat', 'bagaimana', 'jujur', 'ingin', 'hidup', 'adem', 'tentram', 'tidak', 'bisa', 'mau', 'terima', 'hasil', 'teman', 'tidak', 'stuju', 'gt', 'jujur', 'ken', 'jadi', 'wna', 'kaburajadulu']",joy
"['sugianto', 'plss', 'sangat', 'ajak', 'anak', 'istri', 'pindah', 'korsel', 'kaburajadulu']",joy
"['kita', 'sukses', 'bian', 'kaburajadulu', 'wkwkw', 'sayang', 'sangat', 'lucu', 'tidak', 'jadi', 'idol']",joy
"['bebas', 'visa', 'buat', 'libur', 'bukan', 'buat', 'kaburajadulu']",joy
"['perintah', 'bisa', 'sekali', 'ajak', 'keluarga', 'sugianto', 'sana', 'buat', 'hidup', 'sini', 'rangorang', 'ingin', 'kaburajadulu', 'sudah', 'sulit', 'biar', 'hidup', 'tenang', 'beliau', 'tki', 'tki', 'mata', 'perintah', 'imigrasi', 'diremehin', 'sangat', 'kesini']",joy
"['bukan', 'ingin', 'kaburajadulu', 'beneran', 'sekarang', 'tepat', 'nyampe', 'indonesia', 'sudah', 'asa', 'gaenak', 'seluruh', 'badan', 'asli', 'jadi', 'homesick', 'yurop', 'sangat', 'httpstcoetiq', 'fcwtz']",joy
